caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
36526591,1.19535989747165,I am sure I voted,Probably the rightful winner,Joe Biden,1980,40,35 - 44,Male,Never married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,8046,New Jersey,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,13
132254722,0.735957807211038,I am sure I voted,Definitely the rightful winner,Joe Biden,1941,79,75 - 84,Female,Married,Retired,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,92264,California,Professional or doctorate degree,No,White,Yes,13
206772628,1.07536363590763,I am sure I voted,Definitely the rightful winner,Joe Biden,1968,52,45 - 54,Female,Married,Homemaker,"$100,000 - $119,999",Independent,Lean Democrat,Hillary Clinton,2333,Massachusetts,Some college,No,White,Yes,13
7348921,1.10189649783883,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1972,48,45 - 54,Female,Separated,Part-time,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,72227,Arkansas,Associate's degree,Yes,Black or African American,Yes,13
208242676,1.00445546569846,I am sure I voted,Probably the rightful winner,Donald Trump,1968,52,45 - 54,Female,Married,Full-time,"$60,000 - $69,999",Independent,Independent,Did not vote for President,50272,Iowa,Some college,No,White,Yes,13
433594486,0.894533603137141,I did not vote in the election this November,Definitely the rightful winner,NA,1988,32,25 - 34,Female,Married,Unemployed,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,68521,Nebraska,Master's degree,No,White,No,13
121200199,0.914046585756097,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,60516,Illinois,Bachelor's degree,No,White,Yes,13
134571841,1.10189649783883,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Female,Married,Full-time,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,19507,Pennsylvania,Some college,No,White,Yes,13
169506226,1.02024595364704,I did not vote in the election this November,Definitely the rightful winner,NA,1972,48,45 - 54,Male,Never married,Permanently disabled,"$40,000 - $49,999",Independent,Lean Democrat,Did not vote for President,44035,Ohio,Associate's degree,No,White,Don't know,13
203078167,1.00339227261146,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Male,Married,Retired,"$350,000 - $499,999",Democrat,Strong Democrat,Hillary Clinton,34119,Florida,Professional or doctorate degree,No,White,Yes,13
170647702,0.923401983458576,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1975,45,45 - 54,Female,Married,Unemployed,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,20109,Virginia,Some college,No,Other,Yes,13
213142924,1.07463657601114,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1988,32,25 - 34,Male,Divorced,Part-time,"$70,000 - $79,999",Democrat,Not very strong Democrat,Did not vote for President,35401,Alabama,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
136343230,0.91798497927212,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Female,Divorced,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,64109,Missouri,Bachelor's degree,No,White,Yes,13
162338191,0.956289978095335,I am sure I voted,Definitely the rightful winner,Joe Biden,1965,55,55 - 64,Female,Divorced,Full-time,Prefer not to say,Not sure,Not sure,Did not vote for President,78681,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
205090318,0.814182999890142,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Female,Never married,Student,"$50,000 - $59,999",Independent,Lean Democrat,Hillary Clinton,60031,Illinois,Bachelor's degree,No,Black or African American,Yes,13
208862746,1.02905252859837,I am sure I voted,Definitely the rightful winner,Joe Biden,1981,39,35 - 44,Female,Domestic / civil partnership,Part-time,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,76110,Texas,Master's degree,No,White,Yes,13
419369584,1.37352740269919,I am sure I voted,Probably the rightful winner,Donald Trump,1977,43,35 - 44,Female,Married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,71291,Louisiana,Master's degree,No,White,Yes,13
58074109,1.29927719368307,I am sure I voted,Definitely not the rightful winner,Donald Trump,1968,52,45 - 54,Female,Married,Full-time,"$500,000 or more",Republican,Strong Republican,Donald Trump,7405,New Jersey,Master's degree,No,White,Yes,13
53375290,1.21372168970967,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Republican,Not very strong Republican,Donald Trump,84092,Utah,Professional or doctorate degree,No,White,Yes,13
414407332,0.927263030157072,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Male,Never married,Unemployed,"$500,000 or more",Democrat,Strong Democrat,Hillary Clinton,94608,California,Master's degree,No,White,Yes,13
55228198,1.13800970129692,I am sure I voted,Definitely not the rightful winner,Donald Trump,1952,68,65 - 74,Male,Married,Full-time,"$100,000 - $119,999",Independent,Lean Republican,Donald Trump,44012,Ohio,Master's degree,No,White,Yes,13
33496090,0.9036238304763950,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Married,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,91902,California,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,13
168680719,1.05301904636555,I am sure I voted,Definitely the rightful winner,Joe Biden,1983,37,35 - 44,Female,Married,Full-time,"$350,000 - $499,999",Independent,Lean Democrat,Hillary Clinton,75013,Texas,Professional or doctorate degree,No,White,Yes,13
57424240,0.980268912569663,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Never married,Retired,"$10,000 - $19,999",Independent,Independent,Hillary Clinton,19124,Pennsylvania,Associate's degree,No,White,Yes,13
125111101,0.917341766718166,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,89835,Nevada,Bachelor's degree,No,White,Yes,13
212377774,1.55584556786097,I am sure I voted,Definitely not the rightful winner,Donald Trump,1995,25,25 - 34,Female,Married,Part-time,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,30206,Georgia,High school diploma or the equivalent (GED),No,White,Yes,13
157328608,1.09480297699851,I am sure I voted,Definitely not the rightful winner,Donald Trump,1991,29,25 - 34,Male,Never married,Part-time,"$20,000 - $29,999",Independent,Lean Republican,Donald Trump,44233,Ohio,Associate's degree,No,Black or African American,Yes,13
130414576,0.744664339605294,I am sure I voted,Definitely the rightful winner,Joe Biden,1975,45,45 - 54,Female,Domestic / civil partnership,Part-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,20715,Maryland,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
206083582,0.976461437705119,I am sure I voted,Definitely the rightful winner,Joe Biden,1951,69,65 - 74,Female,Divorced,Retired,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,53211,Wisconsin,Some college,No,White,Yes,13
173095477,0.918480987987745,I am sure I voted,Definitely the rightful winner,Joe Biden,1985,35,35 - 44,Male,Married,Full-time,"$70,000 - $79,999",Independent,Lean Democrat,Did not vote for President,17545,Pennsylvania,Bachelor's degree,No,White,Yes,13
164876755,1.32898233671997,I am sure I voted,Definitely not the rightful winner,Donald Trump,1965,55,55 - 64,Male,Married,Full-time,"$70,000 - $79,999",Independent,Independent,Donald Trump,68005,Nebraska,Associate's degree,No,Black or African American,Yes,13
42854503,0.975143034512883,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Female,Married,Full-time,"$40,000 - $49,999",Democrat,Not very strong Democrat,Hillary Clinton,33319,Florida,Some college,No,White,Yes,13
34933483,0.753216768038273,I am sure I voted,Definitely the rightful winner,Joe Biden,1947,73,65 - 74,Male,Married,Retired,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,15905,Pennsylvania,Bachelor's degree,No,White,Yes,13
204364861,1.00535574455292,I am sure I voted,Definitely not the rightful winner,Donald Trump,1947,73,65 - 74,Male,Never married,Retired,Prefer not to say,Independent,Lean Republican,Donald Trump,63472,Missouri,Bachelor's degree,No,White,Yes,13
133507723,1.11221179735535,I am sure I voted,Definitely the rightful winner,Joe Biden,1957,63,55 - 64,Male,Never married,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,90810,California,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
148121566,0.968631343861928,I am sure I voted,Definitely the rightful winner,Joe Biden,1955,65,65 - 74,Female,Never married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,90403,California,Bachelor's degree,No,White,Yes,13
135470287,1.20157737765251,I am sure I voted,Probably not the rightful winner,Donald Trump,1970,50,45 - 54,Female,Married,Full-time,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,30004,Georgia,Bachelor's degree,No,White,Yes,13
214605472,0.922438488211532,I am sure I voted,Probably the rightful winner,Donald Trump,1974,46,45 - 54,Female,Married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,35758,Alabama,Bachelor's degree,No,White,Yes,13
204735631,0.898816526629646,I am sure I voted,Definitely not the rightful winner,Donald Trump,1982,38,35 - 44,Male,Married,Full-time,"$40,000 - $49,999",Republican,Strong Republican,Did not vote for President,67204,Kansas,Some college,No,White,Yes,13
60760318,1.27582647883738,I am sure I voted,Probably the rightful winner,Donald Trump,1949,71,65 - 74,Male,Married,Part-time,"$100,000 - $119,999",Independent,Lean Republican,Donald Trump,7032,New Jersey,Master's degree,No,White,Yes,13
36456544,0.48500518276842,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Female,Married,Permanently disabled,"$60,000 - $69,999",Independent,Not sure,Other,52635,Iowa,Professional or doctorate degree,No,White,Yes,13
359519956,0.948079217238584,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1995,25,25 - 34,Female,Never married,Student,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,97008,Oregon,Bachelor's degree,Yes,Multi-racial,Yes,13
41567554,1.07884406243662,I am sure I voted,Definitely not the rightful winner,Donald Trump,1941,79,75 - 84,Male,Married,Retired,"$100,000 - $119,999",Other,Lean Republican,Donald Trump,84037,Utah,Some college,No,White,Yes,13
205397413,0.965151925743885,I am sure I voted,Definitely the rightful winner,Joe Biden,1936,84,75 - 84,Female,Widowed,Retired,"$40,000 - $49,999",Independent,Lean Democrat,Hillary Clinton,75254,Texas,Bachelor's degree,No,White,Yes,13
223058749,0.841768938744937,I am sure I voted,Definitely not the rightful winner,Someone else,1969,51,45 - 54,Female,Never married,Homemaker,"$70,000 - $79,999",Democrat,Not very strong Democrat,Did not vote for President,94709,California,Some college,No,Multi-racial,Yes,13
224271658,0.48801674602661,I am sure I voted,Definitely the rightful winner,Someone else,1984,36,35 - 44,Male,Married,Full-time,"$30,000 - $39,999",Independent,Lean Democrat,Gary Johnson,68959,Nebraska,Some college,Yes,White,Yes,13
120562834,1.13965009916389,I am sure I voted,Definitely not the rightful winner,Donald Trump,1958,62,55 - 64,Female,Never married,Retired,"$100,000 - $119,999",Independent,Independent,Donald Trump,58801,North Dakota,Master's degree,No,Multi-racial,Yes,13
126295867,0.771801175994151,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Married,Retired,"$70,000 - $79,999",Democrat,Strong Democrat,Did not vote for President,85750,Arizona,Bachelor's degree,No,White,Yes,13
7336936,0.988999916696541,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Female,Domestic / civil partnership,Part-time,"$350,000 - $499,999",Independent,Lean Democrat,Hillary Clinton,95060,California,Professional or doctorate degree,No,White,Yes,13
54351595,0.995161337184032,I am sure I voted,Definitely the rightful winner,Joe Biden,1947,73,65 - 74,Female,Widowed,Part-time,"$20,000 - $29,999",Independent,Independent,Donald Trump,95682,California,Some college,No,White,Yes,13
204983164,1.2882361015941,I am sure I voted,Probably not the rightful winner,Donald Trump,1951,69,65 - 74,Female,Widowed,Retired,"$30,000 - $39,999",Independent,Lean Republican,Donald Trump,25427,West Virginia,Bachelor's degree,No,White,Yes,13
433085512,0.896364637415339,I am sure I voted,Definitely the rightful winner,Joe Biden,1989,31,25 - 34,Male,Never married,Part-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,12305,New York,Bachelor's degree,No,White,Yes,13
219325045,0.923401983458576,I am sure I voted,Definitely the rightful winner,Joe Biden,1970,50,45 - 54,Female,Married,Permanently disabled,"$40,000 - $49,999",Independent,Independent,Did not vote for President,77901,Texas,Some college,No,Hispanic/Latino/Chicano/a,Yes,13
6511141,0.753216768038273,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Male,Married,Retired,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,66502,Kansas,Bachelor's degree,No,White,Yes,13
363834394,1.13965382819227,"I thought about voting this time, but didn't",Definitely not the rightful winner,NA,1966,54,45 - 54,Male,Married,Retired,"$40,000 - $49,999",Republican,Strong Republican,Did not vote for President,85022,Arizona,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
6443245,0.95585458398597,I am sure I voted,Definitely the rightful winner,Joe Biden,1941,79,75 - 84,Male,Married,Retired,"$350,000 - $499,999",Republican,Strong Republican,Hillary Clinton,6333,Connecticut,Master's degree,No,White,Yes,13
206922409,0.91798497927212,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Female,Married,Part-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,7840,New Jersey,Bachelor's degree,No,White,Yes,13
126497536,1.00535574455292,I am sure I voted,Probably the rightful winner,Donald Trump,1943,77,75 - 84,Male,Married,Retired,Prefer not to say,Republican,Not very strong Republican,Donald Trump,33314,Florida,Bachelor's degree,No,White,Yes,13
43966561,0.852601672444066,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Male,Married,Full-time,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,63017,Missouri,Professional or doctorate degree,No,White,Yes,13
33761539,0.968631343861928,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Married,Full-time,"$120,000 - $149,999",Independent,Independent,Hillary Clinton,55731,Minnesota,Bachelor's degree,No,White,Yes,13
